編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
5-94,無用（無路用）,moˋ rhung (moˋ lu rhung),沒用,無用个物件即擊莫，留个做麼个？,沒用的東西就丟掉，留著做什麼？,,形容詞,,5抽象概念與形容
5-95,無共,moˋ kung,不同,兩兄弟性地無共,兩兄弟性格不一樣。,,形容詞,,5抽象概念與形容
5-96,問題,mun teˋ,問題,"你个問題仰子恁多？
交得𠊎！定著無問題","你問題怎麼這麼多？
交給我！一定沒問題。",,名詞,,5抽象概念與形容
5-97,耐心,nai  simˇ,耐心,佢這個人真有耐心,他這個人很有耐心。,,名詞,,5抽象概念與形容
5-98,難,nanˋ,困難,望佢哦？𠊎䀴即難啊！,指望他哦？我看就困難了！,,形容詞,,5抽象概念與形容
5-99,否䀴（歹䀴）,painn^ ngiang^,難看,你仰子面色恁否䀴（歹䀴）呢？,你的臉色怎麼這麼難看呢？,,形容詞,,5抽象概念與形容
5-100,鬧熱,nau ngiedˋ,熱鬧,過年過節，市場內底真鬧熱,逢年過節，市場裡很熱鬧！,,形容詞,,5抽象概念與形容
5-101,丁,dingˇ,硬,糖真丁，阿媽咬毋會贏,糖果很硬，祖母咬不動。,,形容詞,,5抽象概念與形容
5-102,月曆,ngiedˋ ledˋ,月曆,阿姨會在月曆面上記事情,阿姨會在月曆上記事情。,,名詞,,5抽象概念與形容
5-103,熱,ngiedˋ,熱,天氣十分熱，真想討食冰！,天氣非常熱，很想吃冰！,,形容詞,,5抽象概念與形容
5-104,認真,ngin zhinˇ,認真,讀書愛認真,讀書要認真。,,形容詞,動詞,5抽象概念與形容
5-105,軟,ngienˇ,軟,粢真軟，真好食,麻糬很軟，很好吃。,,形容詞,,5抽象概念與形容
5-106,危險,nguiˋ hiam^,危險,這頭路真危險，你敢猶討做？,這工作很危險，你還要做嗎？,,形容詞,,5抽象概念與形容
5-107,屙糟（垃圾）,ooˇ zooˇ (la^ sabˊ),骯髒,便所恁屙糟，愛鑢鑢个,廁所那麼骯髒，要刷一刷。,,形容詞,,5抽象概念與形容
5-108,惡,ooˊ,兇,"這隻狗真惡，你愛閃較遠兜！
惡人無膽","這隻狗很凶，你要離遠一點！
惡人無膽。",,形容詞,,5抽象概念與形容
5-109,安全,onˇ cienˋ,安全,"騎車愛記得戴安全帽
注意安全","騎車要記得戴安全帽。
注意安全。",,形容詞,,5抽象概念與形容
5-110,白,pa,白,白色,白色。,,形容詞,,5抽象概念與形容
5-111,辦法,peen fadˊ,辦法,這愛想一個辦法來解決,這要想個辦法來解決。,,名詞,,5抽象概念與形容
5-112,肥,puiˋ,肥、胖；油膩,"這豬肉真肥，阿爸較無愛
恁久無䀴着佢，有較肥啊！","這豬肉很肥，爸爸比較不喜歡。
這麼久沒看到他，有比較胖了！",,形容詞,,5抽象概念與形容
5-113,平,piangˋ,平坦,這裡个路較平,這邊的路比較平坦。,,形容詞,,5抽象概念與形容
5-114,平等,piangˋ den^,平等,逐儕人攏係平等个,每個人都是平等的。,,形容詞,,5抽象概念與形容
5-115,薄,poo,薄,這領衫恁薄，敢會燒?,這件衣服這麼薄，會暖嗎？,,形容詞,,5抽象概念與形容
5-116,部分,pu fun,部分,一部分係佢个,一部分是他的。,,副詞,,5抽象概念與形容
5-117,賁,punˇ,厚,"佢這個人面皮賁，毋驚人講！
著較賁兜","他這個人臉皮厚，不怕人家說閒話！
穿厚一點。",,形容詞,,5抽象概念與形容
5-118,萋,cinnˇ,新鮮,魚若係萋，儘採料理嘛好食,魚若新鮮，隨便烹煮也好吃。,,形容詞,,5抽象概念與形容
5-119,斜,ciaˋ,斜,學校斜對面有一間西藥店,學校斜對面有一間藥局。,,形容詞,,5抽象概念與形容
5-120,儘採,cin^ cai^,隨便,菜真多，儘採你食,菜很多，隨便你吃。,,副詞,,5抽象概念與形容
5-121,情形,cinˋ hinˋ,情形,這下係麼个情形？,現在是什麼情形？,,名詞,,5抽象概念與形容
5-122,打拚,da^ biang^,努力、勤奮,打拚趁錢,努力賺錢。,,形容詞,,5抽象概念與形容
5-123,省,sang^,節省,"你自家講！省得𠊎出手
佢真省，毋盼得買來食","你自己講！省得我出手。
他很節省，捨不得買來吃。",,形容詞,,5抽象概念與形容
5-124,細,se^,小,罐傷細，提較大個个來！,罐子太小，拿比較大的來！,,形容詞,,5抽象概念與形容
5-125,色,sedˊ,顏色,"豬肝色
粉紅色","棕色。
粉紅色。",,名詞,,5抽象概念與形容
5-126,心色,simˇ sedˊ,有趣,這故事真心色,這故事很有趣。,,形容詞,,5抽象概念與形容
5-127,少,shioo^,少,這站趁較少，愛較儉一兜！,這陣子賺比較少錢，要省一點！,,形容詞,,5抽象概念與形容
5-128,燒,shiooˇ,燙；加熱；燃燒,這滾水真燒，愛歕歕个正啉。,這熱水很燙，要吹一吹再喝。,,形容詞,動詞,5抽象概念與形容
5-129,燒暖,shiooˇ nonˇ,暖和,"湯燒燒，啉落去真燒暖
衫褲著較多正燒暖","湯熱熱的，喝下去很暖和。
衣服穿多一點才暖和。",,形容詞,,5抽象概念與形容
5-130,世界,she^ gai^/goi^,世界,全世界,全世界,,名詞,,5抽象概念與形容
5-131,失敗,shidˊ pai,失敗,"阿順做人真失敗，無人愛和佢共組
佢生理失敗，走路啊！","阿順做人很失敗，沒人要跟他同組。
他生意失敗，跑路了！",,形容詞,動詞,5抽象概念與形容
5-132,成功,shinˋ gungˇ,成功,"愛打拚正會成功
做人真成功，滿哪位攏朋友","要打拼才會成功。
做人很成功，四處皆朋友。",,形容詞,,5抽象概念與形容
5-133,酸,sonˇ,酸,檸檬真酸,檸檬很酸。,,形容詞,,5抽象概念與形容
5-134,輸,shiˇ,輸,"佢輸毋會起，毋好和佢行棋
這比賽無輸無贏","他輸不起，不要跟他下棋！
這比賽平手。",,動詞,,5抽象概念與形容
5-135,粉紅色,fun^ fungˋ sedˊ,粉紅色,粉紅色个果汁,粉紅色的果汁。,,名詞,名詞,5抽象概念與形容
5-136,順利,shin li ,順利,這擺活動順利完成啊！,這次活動順利完成了！,,形容詞,,5抽象概念與形容
5-137,鬆,sungˇ,鬆、不密實（並非「緪」的反義詞）,這擺買个番薯特別鬆，足好食,這次買的番薯特別鬆軟，非常好吃。,,形容詞,,5抽象概念與形容
5-138,快活,kuai^ bbadˋ,舒適,洗好膴身，感覺真快活,洗好澡，覺得很舒適。,,形容詞,,5抽象概念與形容
5-139,大,tai,大,囝子个手婆較大,男生的手掌比較大。,,形容詞,,5抽象概念與形容
5-140,大箍,tai keuˇ,肥胖,莫食傷大箍，堵好即好,不要吃得太胖，剛好就好。,,形容詞,,5抽象概念與形容
5-141,大聲,tai shangˇ,大聲,嬰仔在睡，講事莫恁大聲！,嬰兒在睡覺，講話不要那麼大聲！,,形容詞,,5抽象概念與形容
5-142,大路,tai lu,馬路,過大路愛細義！,過馬路要小心！,,名詞,,5抽象概念與形容
5-143,淡,tamˇ,淡,菜煮較淡，會用打淨食！,菜煮比較淡，可以直接吃！,,形容詞,,5抽象概念與形容
5-144,甜,teemˋ,甜,番梨真甜,鳳梨很甜。,,形容詞,,5抽象概念與形容
5-145,特別,tedˋ piedˋ,特殊,這領褲真特別,這件褲子很特別。,,形容詞,,5抽象概念與形容
5-146,道理,too li^,道理,佢會按講，定著有佢个道理,他會這樣講，一定有他的道理。,,名詞,,5抽象概念與形容
5-147,疾,cidˋ,痛,疾到哇哇咈,痛到大叫。,,形容詞,,5抽象概念與形容
5-148,橫,bbangˋ,橫；蠻橫,"這竹篙打橫囥
遐個人真橫，物件毋係佢个嘛占个。","這竹竿橫著放。
那人很蠻橫，東西不是他的也霸占著。",,形容詞,,5抽象概念與形容
5-149,黃,bbongˋ,黃,黃色,黃色。,,名詞,,5抽象概念與形容
5-150,烏,bbuˇ,黑,烏色,黑色。,,名詞,形容詞,5抽象概念與形容
5-151,鮮,sienˇ,稀,這糜傷鮮,這粥太稀。,,形容詞,,5抽象概念與形容
5-152,心肝,simˇ gonˇ ,心腸、心地,佢心肝真好,他心地善良。,,名詞,,5抽象概念與形容
5-153,新,sinˇ,新,這領衫著無幾多擺，猶真新。,這件衣服穿沒幾次，還很新。,,形容詞,,5抽象概念與形容
5-154,辛苦,sinˇ ku^,辛苦,夫娘人捍家真辛苦,婦人持家很辛苦。,,形容詞,,5抽象概念與形容
5-155,詳細,siongˋ se^,詳細,會用講較詳細兜無？,可以講更詳細一點嗎？,,形容詞,,5抽象概念與形容
5-156,正正,zhang^ zhang^,端正；整齊,阿依拁物件排到正正,媽媽把東西擺得整整齊齊的。,,形容詞,,5抽象概念與形容
5-157,燥,zauˇ,乾燥,"衫無炙燥，摸起來猶溼溼
菜頭絲炙到燥燥，即會用收起來啊！","衣服沒晒乾，摸起來還溼溼的。
蔔蔔絲晒得乾乾的，就可以收起來了！",,形容詞,,5抽象概念與形容
5-158,䆀,bbaiˇ,醜,佢个字寫到恁䆀，無人䀴會識！,他的字寫得那麼醜，沒人看得懂！,,形容詞,,5抽象概念與形容
5-159,正式,zhin^ shidˊ,正式,"阿爸著到真正式
佢毋係正式員工","爸爸穿得很正式。
他不是正式員工。",,形容詞,,5抽象概念與形容
5-160,正常,zhin^ shongˋ,正常,血壓磅起來有正常無？,血壓量起來正常嗎？,,形容詞,,5抽象概念與形容
5-161,會用,bbue rhung,能；可以,"會用拁你借錢無？
洗好正會用食","可以跟你借錢嗎？
洗好才可以吃。",,動詞,,5抽象概念與形容
5-162,毋會用,mˋ moi rhung,不可以,這對身體毋好，毋會用買來食！,這對身體不好，不行買來吃！,,動詞,短語,5抽象概念與形容
5-163,嘴渴,zhe^ kodˊ,口渴,佢真嘴渴，想討食涼个,他口很渴，想喝飲料。,,形容詞,,5抽象概念與形容
5-164,專門,zhuanˇ munˋ,專門；故意、存心的,"佢專門做客家研究
遐個賊專門擇日時頭來偷提物件","他專門做客家研究。
那個小偷故意挑白天來偷東西。",,形容詞,,5抽象概念與形容
6-1,阿怙,aˇ uˊ,爸爸,,,,名詞,,6社會關係與行為
6-2,阿依,aˇ i,媽媽,,,,名詞,,6社會關係與行為
6-3,阿哥,aˇ gooˇ,哥哥,,,,名詞,,6社會關係與行為
6-4,阿嫂,aˇ soo^,嫂嫂,,,,名詞,,6社會關係與行為
6-5,阿姊,aˇ zeˋ/zi^,姊姊,,,"本讀aˇ zi^
口語aˇzeˋ",名詞,,6社會關係與行為
6-6,姊丈,zi^ chongˇ,姊夫,厥姊正結婚，佢喊姊丈猶喊毋會慣勢,他姊姊剛結婚，還不習慣喊姊夫。,,名詞,,6社會關係與行為
6-7,阿弟,aˇ teˇ,弟弟,,,,名詞,,6社會關係與行為
6-8,阿妹,aˇ moi^,妹妹,,,,名詞,,6社會關係與行為
6-9,阿公,aˇ gong/gungˇ,祖父,,,本讀aˇ gungˇ，口語aˇ gong,名詞,,6社會關係與行為
6-10,阿媽,aˇ maˋ,祖母,,,,名詞,,6社會關係與行為
6-11,外公,nguai gungˇ,外公,,,,名詞,,6社會關係與行為
6-12,外媽,nguai maˋ,外婆,,,,名詞,,6社會關係與行為
6-13,伯公,baˊ gungˇ,伯祖父,,,,名詞,,6社會關係與行為
6-14,伯㜷,baˊ mi,伯母,,,,名詞,,6社會關係與行為
6-15,叔公,shidˊ gungˇ,叔祖父,,,,名詞,,6社會關係與行為
6-16,叔婆,shidˊ pooˋ,叔祖母,,,,名詞,,6社會關係與行為
6-17,阿嬸,aˇ shim^,叔母,,,,名詞,,6社會關係與行為
6-18,大伯,tai baˊ,大伯父,,,,名詞,,6社會關係與行為
6-19,阿伯,aˇ baˊ,伯父,,,,名詞,,6社會關係與行為
6-20,阿叔,aˇ shuˊ,叔叔,,,,名詞,,6社會關係與行為
6-21,阿姨,aˇ rhiˋ,阿姨、姨媽,,,,名詞,,6社會關係與行為
6-22,阿舅,aˇ kiu,舅舅,,,,名詞,,6社會關係與行為
6-23,阿姑,aˇ guˇ,姑媽,,,,名詞,,6社會關係與行為
6-24,姊妹,zi^ moi^,姊妹；泛稱手足、兄弟姊妹,佢兩姊妹係雙供个,她們兩姊妹是雙胞胎。,,名詞,,6社會關係與行為
6-25,大哥,tai gooˇ,大哥,,,,名詞,,6社會關係與行為
6-26,阿妹,aˇ moi^,妹妹；年紀稍輕的姑娘,,,,名詞,,6社會關係與行為
6-27,丈夫,chong buˇ,丈夫、老公,,,,名詞,,6社會關係與行為
6-28,夫娘,buˇ ngiongˋ,妻子,你个夫娘係哪位人？,你妻子是哪裡人？,,名詞,,6社會關係與行為
6-29,後生,heu sangˇ,兒子,,,,名詞,,6社會關係與行為
6-30,阿女,aˇ m^,女兒,,,,名詞,,6社會關係與行為
6-31,勞力,loo^ ladˋ,謝謝,阿哥，真勞力你！,哥哥，真謝謝你！,,短語,,6社會關係與行為
6-32,拜託,bai^ tooˊ,拜託,拜託你拁這個杯提轉去囥，好無？,拜託你把這個杯子拿回去放，好嗎？,,動詞,,6社會關係與行為
6-33,表現,bioo^ hien ,表現,大家表現到真好,大家表現得很好。,,動詞,名詞,6社會關係與行為
6-34,變,bien^,變,轉烏陰啊，驚討變天啊。,天色變陰暗了，大概要變天了。,,動詞,,6社會關係與行為
6-35,保護,boo^ fu ,保護,保護細子个安全,保護孩童的安全。,,動詞,名詞,6社會關係與行為
6-36,參加,camˇ gaˇ,參加,參加會議,參加會議。,,動詞,,6社會關係與行為
6-37,搭,dabˊ,搭建,"搭寮
搭棚","搭建臨時屋。
搭建篷布。",,動詞,,6社會關係與行為
6-38,寄,gi^,寄放、託付,"這書寄你這囥
細子寄你渡兩日","這書寄放在你這。
小孩託付你照顧兩天。",,動詞,,6社會關係與行為
6-39,得人慼死,dedˊ nginˋ ciedˊ si^ ,討人厭,䀴佢个樣相，實在會得人慼死！,看他的樣子，實在討人厭。,,動詞,,6社會關係與行為
6-40,得人惜,dedˊ nginˋ siaˊ,很可愛、討人喜歡,你阿妹笑起來真得人惜,你的妹妹笑起來很可愛。,,動詞,,6社會關係與行為
6-41,得人驚,dedˊ nginˋ giangˇ,可怕,"坐飛機會得人驚無？
䀴起來真得人驚！","坐飛機會可怕嗎？
看起來很可怕。",,動詞,,6社會關係與行為
6-42,等路,den^ lu,禮物,拜年愛隨等路去人屋下,拜年要帶伴手禮去別人家裡。,,名詞,,6社會關係與行為
6-43,應,en^,回應、回答,阿依直直喊你，仰子毋應？,媽媽一直喊你，為何不答話？,,動詞,,6社會關係與行為
6-44,罰,fadˋ,罰,闖紅燈會得人罰,闖紅燈會被罰。,,動詞,,6社會關係與行為
6-45,歡迎,fanˇ ngiangˋ,歡迎,歡迎你來尞！,歡迎你來玩。,,動詞,,6社會關係與行為
6-46,訪問,fong^ mun^,訪問,這禮拜先生討來屋下家庭訪問,這星期老師要來家裡家庭訪問。,,動詞,,6社會關係與行為
6-47,負責,fu zidˊ,負責,佢兩儕負責拚掃便所,他們兩人負責掃廁所。,,動詞,,6社會關係與行為
6-48,吩咐,fanˇ fu^,吩咐,韶日討出國，阿依即在遐三叮嚀四吩咐,明天要出國，媽媽就在那三叮嚀四吩咐。,,動詞,,6社會關係與行為
6-49,屋邊,bbuˊ bienˇ,鄰居,隔壁屋邊感情真好,鄰居感情很好。,,名詞,,6社會關係與行為
6-50,感謝,gam^ cia,感謝,真感謝你，恁牽成！,很感謝你，這麼提拔！,,動詞,,6社會關係與行為
6-51,機會,ki fui,機會,"若係講有機會，你正拁𠊎講
愛把扼機會","如果有機會，你再跟我講。
要把握機會。",,名詞,,6社會關係與行為
6-52,見面,gien^ mien^ ,見面,"你兩儕幾時討見面？
一份見面禮","你們兩人何時要見面？
一份見面禮。",,動詞,,6社會關係與行為
6-53,管,guan^,管、理睬,你莫管佢恁多,你不要管他那麼多。,,動詞,,6社會關係與行為
6-54,管理,guan^ li^,管理,這間公司交得你管理,這間公司交給你管理。,,動詞,,6社會關係與行為
6-55,講笑,gong^ sioo^,開玩笑,佢講笑个，莫認真,他開玩笑的，別當真。,,動詞,,6社會關係與行為
6-56,細義（客氣）,se^ ngi (kaˊ ki^),客氣,又無幾多錢，恁細義做麼个？,又沒多少錢，這麼客氣幹麼？,,形容詞,,6社會關係與行為
6-57,客人,kaˊ nginˋ,客家人,臺灣有真多客人,臺灣有很多客家人。,,名詞,,6社會關係與行為
6-58,愛賞,oi^ song^,愛玩,這擺來旅行个人， 逐儕攏真愛賞,這次來旅行的人，每個人都很愛玩。,,形容詞,,6社會關係與行為
6-59,後生子人,heu sangˇ zu^ nginˋ,年輕人,後生子人愛較拚兜,年輕人要拼一點。,,名詞,,6社會關係與行為
6-60,兄弟,shangˇ teˇ,兄弟,佢兩兄弟差十歲,他們兩兄弟差十歲。,,名詞,,6社會關係與行為
6-61,害,hoi ,傷害；致使,"食酒莫駛車，會害死人
你講到恁嚴重，害佢真擘心，你知無？","喝酒不要開車，會害死人。
你說得那麼嚴重，害他很擔心，你知道嗎？",,動詞,,6社會關係與行為
6-62,爺哀,rhiaˋ oiˇ,父母,有孝爺哀,孝順父母。,,名詞,,6社會關係與行為
6-63,冤家,bbienˇ gaˇ,吵架,同學莫冤家,同學不要吵架。,,動詞,,6社會關係與行為
6-64, 有影無,rhiuˇ rhiang^ moˋ,真的嗎？,聽講你著大獎，有影無？,聽說你中大獎，真的嗎？,,短語,,6社會關係與行為
6-65,開會,koiˇ fui,開會,後禮拜愛開會,下禮拜要開會。,,動詞,,6社會關係與行為
6-66,禮貌,li^ mau,禮貌,阿麗真有禮貌，䀴着人即會喊人,阿麗很有禮貌，看到人就會打招呼。,,名詞,,6社會關係與行為
6-67,屋邊,bbuˊ beenˇ,鄰居,佢做粄請屋邊食,他做粄請鄰居吃。,,名詞,,6社會關係與行為
6-68,兩公姐,liong^ gungˇ zia^,兩夫妻,遐兩公姐真相好,那兩夫妻感情很好。,,名詞,,6社會關係與行為
6-69,老儕,loo^ saˋ,老人家,老儕真驚跌,老人家禁不起跌。,,名詞,,6社會關係與行為
6-70,罵,ma^,罵,做毋著事情，難怪得人罵。,做錯事情，怪不得被人罵。,,動詞,,6社會關係與行為
6-71,名,miangˋ,名字,你个後生號做麼个名？,你兒子叫什麼名字？,,名詞,,6社會關係與行為
6-72,問,mun^,問,"有問題即愛問
去問一下，䀴愛仰子做正好","有問題就要問。
去問一下，看要怎麼做才好。",,動詞,,6社會關係與行為
6-73,男子人,namˋ zu^ nginˋ,男人,男子人愛有責任感,男人要有責任感。,,名詞,,6社會關係與行為
6-74,人生,nginˋ senˇ,人生,"人生過到恁苦做麼个？
人生短短，毋好恁愛計較！","人生過得這麼苦做什麼？
人生短短，不要那麼愛計較！",,名詞,,6社會關係與行為
6-75,人客,nginˋ kaˊ,客人,人客來兩三張桌，準備毋會赴！,客人來了兩三桌，來不及準備！,,名詞,,6社會關係與行為
6-76,愛仰子,oi^ ngiong zu^,怎麼辦；如何是好,皮包毋見去，愛仰子做正好？,皮包不見了，要怎麼辦才好？,,副詞,,6社會關係與行為
6-77,外家,nguai gaˇ,娘家,佢个外家係做生理个,他娘家是做生意的。,,名詞,,6社會關係與行為
6-78,安𧩣（安哢）,onˇ nung^,誇獎,先生直直拁厥爸安𧩣（安哢）佢,老師一直向他爸爸誇獎他。,,動詞,,6社會關係與行為
6-79,號做,hoo zoo^,叫做,"佢號做阿明，係𠊎个同學
這即號做自作自受！","他叫做阿明，是我的同學。
這就叫做自作自受！",,動詞,,6社會關係與行為
6-80,朋友,penˋ rhiu^,朋友,厥朋友真高,他的朋友很高。,,名詞,,6社會關係與行為
6-81,惑,fooˊ,欺騙,佢惑人真會，逐儕攏得佢惑過,他很會騙人，每個人都被他騙過。,,動詞,,6社會關係與行為
6-82,請,ciang^,請,"佢个朋友真多，輒輒得人請
請坐啊！毋使細義。","他的朋友很多，常常讓人請客。
請坐啊！不要客氣。",,動詞,,6社會關係與行為
6-83,請人客,ciang^ nginˋ kaˊ,請客,佢渡新婦，在餐廳請人客,他娶媳婦，在餐廳請客。,,動詞,,6社會關係與行為
6-84,親戚,cinˇ cidˊ,親戚,親戚足多。,親戚很多。,,名詞,,6社會關係與行為
6-85,社會,sha  fui,社會,"社會科
這滿个社會真進步","社會科。
現在的社會很進步。",,名詞,,6社會關係與行為
6-86,生份,sangˇ fun,陌生,阿妹驚生份，毋敢喊人,妹妹很怕生，不敢打招呼。,,形容詞,,6社會關係與行為
6-87,囝子,gien^ zu^,男孩；男性,,,,名詞,,6社會關係與行為
6-88,妹子,moi^ zu^,女孩；女性,,,,名詞,,6社會關係與行為
6-89,細子人,se^ zu^ nginˋ,小孩子；孩子,,,,名詞,,6社會關係與行為
6-90,細子,se^ zu^/zi^,小孩子（總稱）,,,,名詞,,6社會關係與行為
6-91,小姐,sioo^ zia^,小姐,會用請問遐個小姐,可以詢問那位小姐。,,名詞,,6社會關係與行為
6-92,細義,se^ ngi,小心、細心,細義兜！,小心一點！,,副詞,形容詞,6社會關係與行為
6-93,後生子,heu sangˇ zu^,小伙子、小男生,班上單淨一個後生子,班上只有一個小男生。,,名詞,,6社會關係與行為
6-94,紹介,shioo^ goi^,介紹,紹介得佢熟事,介紹給他認識。,,動詞,,6社會關係與行為
6-95,消息,siooˇ sidˊ,消息,恁久無你个消息，藏哪位去？,那麼久沒有你的消息，躲去哪裡？,,名詞,,6社會關係與行為
6-96,事情,su cinˋ,事情,麼个事情得你恁擘心？,什麼事情使你這麼擔心？,,名詞,,6社會關係與行為
6-97,事實,su shidˋ,事實,你愛接受事實,你要接受事實。,,名詞,,6社會關係與行為
6-98,食飽吂,shiedˋ bau^ mangˇ,吃飽了沒；見面招呼語,阿伯，食飽吂？,伯伯，吃飽了沒？,,短語,,6社會關係與行為
6-99,失禮,shidˊ li^,失禮,無注意碰着你，真失禮！,不小心撞到你，很抱歉！,,形容詞,,6社會關係與行為
6-100,鬥食,deu^ shiedˋ,幫忙吃,猶伸恁多，拁𠊎鬥食好無？,還剩這麼多，幫忙我吃好嗎？,,動詞,,6社會關係與行為
6-101,鬥相共,deu^ siongˇ kung,幫忙,好得屋邊真鬥相共,幸好鄰居非常幫忙,,動詞,,6社會關係與行為
6-102,討,too^,討、要求,乞食在路上拁人討食,乞丐在路上向人乞討。,,動詞,,6社會關係與行為
6-103,討論,too^ lun,討論,這問題無討論毋會用,這問題不討論不行。,,動詞,,6社會關係與行為
6-104,渡,tu^,帶著；照顧（小孩）；娶,"阿依渡佢去買菜
親家會渡細子","媽媽帶著他去買菜。
親家會照顧小孩。",,動詞,,6社會關係與行為
6-105,通知,tungˇ diˇ,通知,恁重要个事情，你仰子無通知大家？,這麼重要的事情，你怎麼沒通知大家？,,動詞,,6社會關係與行為
6-106,還,bbanˋ,歸還,拁人借錢，愛記得還,跟人借錢，要記得還！,,動詞,,6社會關係與行為
6-107,惜,siaˊ,疼愛,"𠊎家婆真惜孫
惜細子惜到若命","我婆婆很疼孫子。
把小孩當作性命一樣疼愛。",,動詞,,6社會關係與行為
6-108,習慣,sibˋ guan^,習慣,這個人習慣真䆀，物件用了即烏白抨！,這人的習慣很差，東西用完就亂丟！,,名詞,動詞,6社會關係與行為
6-109,新娘,sinˇ ngiongˋ,新娘,新娘䀴起來真少年，驚二十歲定,新娘看起來很年輕，可能才二十歲而已。,,名詞,,6社會關係與行為
6-110,相打,siongˇ da^,打架,毋好停動着即相打,不要動不動就打架。,,動詞,,6社會關係與行為
6-111,相好,siongˇ hoo^,感情很好,佢人真相好，毋識冤家,他們感情很好，從來沒有吵過架。,,動詞,,6社會關係與行為
6-112,修理,siuˇ li^,修理,你毋聽事，即會得人修理哦！,你不聽話，可會被人修理哦！,,動詞,,6社會關係與行為
6-113,正來尞,zhang^ loiˋ leeu,再來玩、再見,有閒正來尞！,有空再來坐坐！,原為「以後再來敘一敘」，今已成與朋友或客人分手時之道別應酬語,短語,,6社會關係與行為
6-114,招待,zhiooˇ tai ,招待,後次擺你來，換𠊎招待你,下次你來，換我招待你。,,動詞,,6社會關係與行為
6-115,主意,zhi^ rhi^,意見；做決定（動詞）,"這主意聽來無幾好
佢愛做王，哪有好得你主意个？","這主意聽起來不怎麼好。
他愛稱王，哪能讓你做決定？",,名詞,動詞,6社會關係與行為
6-116,扼手,abˊ shiu^,握手,兩隊選手比賽前會先扼手,兩隊選手比賽前會先握手。,,動詞,,6社會關係與行為
7-1,搬,banˇ,搬,伯公搬去臺北蹛,伯公搬去臺北住。,,動詞,,7居家生活
7-2,包,bauˇ ,包,"歸身包密密，有恁寒係無？
頭家娘，這拁𠊎包起來
你包禮討包幾多？","全身包得那麼密，有那麼冷嗎？
老闆娘，這個幫我包起來。
你禮金要包多少錢？",,動詞,,7居家生活
7-3,包子,bauˇ zu^ ,包子,一粒包子,一個包子。,,名詞,,7居家生活
7-4,冰箱,binˇ siongˇ,冰箱,一臺冰箱,一臺冰箱。,,名詞,,7居家生活
7-5,冰,binˇ,冰（食品）,阿弟真愛食冰,弟弟很喜歡吃冰。,,名詞,,7居家生活
7-6,甌,euˇ,杯子,一隻甌,一只杯子。,,名詞,,7居家生活
7-7,壁,biaˊ,牆壁,"一扇壁
壁面上有一隻飛蒂仔","一扇牆壁。
牆壁上有一隻壁虎。",,名詞,,7居家生活
7-8,拚掃,biang^ soo^,大清掃,拚掃房間,打掃房間。,,動詞,,7居家生活
7-9,餅,biang^,餅,莫細義哦！餅自家提來食,不要客氣！自己拿餅來吃。,,名詞,,7居家生活
7-10,筆,bidˊ,筆,壞啊！無隨着筆,糟了！沒帶到筆。,,名詞,,7居家生活
7-11,布,bu^,布,剪布來做衫褲,剪布來做衣服。,,名詞,,7居家生活
7-12,茶,caˋ,茶,人客來，較緊去泡茶,客人來了，快去泡茶。,,名詞,,7居家生活
7-13,炒,cau^,炒,"炒菜
蔥先炒香正囥卵","炒菜。
蔥炒香再加蛋。",,動詞,,7居家生活
7-14,㓾,chiˋ,殺害；宰殺；剖開柚子、鳳梨等水果,"㓾豬
㓾柚子
㓾番梨","殺豬。
剖開柚子。
剖開鳳梨。",,動詞,,7居家生活
7-15,菜,coi^,菜,颱風過後，菜愈來愈貴,颱風過後，菜越來越貴。,,名詞,,7居家生活
7-16,餐廳,conˇ tenˇ,餐廳,這間餐廳聽講真高級，討去食䀴望無？,聽說這間餐廳很高級，要去吃看看嗎？,,名詞,,7居家生活
7-17,出門,chidˊ munˋ,出門,出門愛記得抸手機和錢,出門記得要帶手機和錢。,,動詞,,7居家生活
7-18,窗門,cungˇ munˋ,窗,一扇窗門,一扇窗。,,名詞,,7居家生活
7-19,戴,doi^,戴,戴帽,戴帽子。,,動詞,,7居家生活
7-20,凳,den^ ,椅子,一張凳,一張椅子。,,名詞,,7居家生活
7-21,鬥,deu^,拼合；爭鬥,"窗門洗好，會用鬥轉去啊！
牛相鬥","窗戶洗好，可以裝回去了！
牛隻相互爭鬥。",,動詞,,7居家生活
7-22,點心,deem^ simˇ,點心,下晝有點心好食,下午有點心可以吃。,,名詞,,7居家生活
7-23,刀,dooˇ,刀子,刀無利，阿公提去挼挼个！,刀子不利，祖父拿去磨一磨！,,名詞,,7居家生活
7-24,花園,faˇ bbienˋ,花園,一座花園,一座花園。,,名詞,,7居家生活
7-25,飯,pon ,飯,"白飯。
煮飯。","白飯。
煮飯。",,名詞,,7居家生活
7-26,褲,ku^,褲子,佢有較瘦，這下褲著起來落落,他有比較瘦，現在褲子穿起來鬆鬆的。,,名詞,,7居家生活
7-27,紅粄,fungˋ ban^,紅龜粄,韶日晨早愛做紅粄,明天早上要製作紅龜粄。,,名詞,,7居家生活
7-28,咖啡,gaˇ biˇ,咖啡,啉咖啡，精神會較好,喝咖啡，精神會比較好。,,名詞,,7居家生活
