編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
11-26,路,lu+ ,路,中山路,中山路。,,名詞,,11通訊、建設與交通
11-27,捷運,ciabˋ rhun+,捷運,坐捷運,坐捷運。,,名詞,,11通訊、建設與交通
11-28,駛, siiˊ,駕駛、開（車）,"阿爸係駛計程車个
你係愛用車，做得借你駛","爸爸是開計程車的。
你如果要用車，可以借你開。",,動詞,,11通訊、建設與交通
11-29,市,shi+ ,市,臺南市,臺南市。,,名詞,,11通訊、建設與交通
11-30,船仔,shon er,船,高雄港有當多船仔,高雄港有很多船。,,名詞,,11通訊、建設與交通
11-31,手機,shiuˊgiˋ,手機,緊搞手機，目珠會壞忒！,一直玩手機，眼睛會壞掉！,,名詞,,11通訊、建設與交通
11-32,電話,tien+ faˇ,電話,有事情就打電話分阿銘,有事情就打電話給阿銘。,,名詞,,11通訊、建設與交通
11-33,電腦,tien+  noˊ,電腦,搞電腦,玩電腦。,,名詞,,11通訊、建設與交通
11-34,電梯,tien+ toiˋ,電梯,你个東西恁多，坐電梯較省力,你的東西那麼多，坐電梯比較省力。,,名詞,,11通訊、建設與交通
11-35,機車(奧多拜),giˋ chaˋ(o do baiˋ),機車,騎機車,騎機車。,,名詞,,11通訊、建設與交通
12-1,賺,con+,賺,經濟毋好，賺毋着來食,經濟差，很難賺錢維生。,,動詞,,12職業與經濟
12-2,賺錢,con+ cien,賺錢,賺錢賺毋着來使,賺錢賺得不夠花。,,動詞,,12職業與經濟
12-3,伸,chunˋ,剩餘,屋下米伸無幾多,家裡米剩沒多少。,,動詞,,12職業與經濟
12-4,店仔,diamˇ er,店鋪,這店仔生理當好,這間店生意很好。,,名詞,,12職業與經濟
12-5,發票,fad  piauˇ,發票,發票兩隻月對獎一到,發票每兩個月兌獎一次。,,名詞,,12職業與經濟
12-6,飯店,pon+ diamˇ,飯店,在飯店歇一夜,在飯店休息一晚。,,名詞,,12職業與經濟
12-7,加,gaˋ,加,"加法
加五十個銀分你","加法。
加五十元給你。",,動詞,,12職業與經濟
12-8,減,gamˊ,減,"減法
這飯添忒多，減兜分你好無？","減法。
這飯添太多，攤一些給你好嗎？",,動詞,,12職業與經濟
12-9,耕田(耕種),gangˋtien( gangˋzhungˇ),耕田；務農,"耕田人煞猛耕田
耕田愛照節氣來做事","農夫努力耕田。
耕田要依照節氣來工作。",,動詞,,12職業與經濟
12-10,耕田人(耕種人),gangˋtien ngin(gangˋzhungˇ ngin),種田人、農夫,𠊎太係耕田人，𠊎爸乜共樣係,我的曾祖父是農夫，我爸爸也是。,,名詞,,12職業與經濟
12-11,記者,giˇzhaˊ,記者,記者等下愛來採訪，你準備一下,記者等一下要來採訪，你準備一下。,,名詞,,12職業與經濟
12-12,貴,guiˇ,貴,這下麼个就貴，還衰過,現在什麼都貴，真可憐。,,形容詞,,12職業與經濟
12-13,工廠,gungˋ chong,工廠,阿爸在工廠上班,爸爸在工廠上班。,,名詞,,12職業與經濟
12-14,工人,gungˋ ngin,工人,工人靠苦力賺錢,工人靠勞力賺錢。,,名詞,,12職業與經濟
12-15,公司,gungˋ  siiˋ,公司,公司賺當多錢,公司賺很多錢。,,名詞,,12職業與經濟
12-16,工業,gungˋngiabˋ,工業,工業區,工業區。,,名詞,,12職業與經濟
12-17,下班,haˋ banˋ,下班,六點正下班,六點才下班。,,動詞,,12職業與經濟
12-18,借,ziaˇ,借,臨時愛用錢，做得摎你借兜仔無？,臨時要用錢，可以跟你借一些嗎？,,動詞,,12職業與經濟
12-19,欠,kiamˇ,欠,欠數欠恁久，哪久愛還？,欠債欠那麼久，何時要還？,,動詞,,12職業與經濟
12-20,旅館,liˋgonˊ,旅館,轉角新開一間旅館，已派頭,轉角有一間新開的旅館，很氣派。,,名詞,,12職業與經濟
12-21,賣,mai+,賣,"這玩具無麼个生趣，賣無人愛
賣忒","這玩具沒什麼趣味，賣不出去。
賣掉。",,動詞,,12職業與經濟
12-22,買,maiˋ,買,這禮拜咖啡買一送一,這禮拜咖啡買一送一。,,動詞,,12職業與經濟
12-23,銀行,ngiun hong,銀行,臺灣銀行,臺灣銀行。,,名詞,,12職業與經濟
12-24,辦公室,pan+  gungˋ shid,辦公室,辦公室尖二十儕，強強會無路好行,辦公室擠了二十個人，幾乎沒有路可以走。,,名詞,,12職業與經濟
12-25,票,piauˇ,票,"車票愛袋好，毋見忒就麻煩咧！
你个電影票放哪去咧？","車票要放好，不見就麻煩了！
你的電影票放到哪裡了？",,名詞,,12職業與經濟
12-26,便宜,pien ngi,便宜,"高麗菜大出，當便宜
便宜無好貨","高麗菜正盛產，非常便宜。
便宜沒好貨。",,形容詞,,12職業與經濟
12-27,請假,ciangˊgaˊ,請假,下禮拜一請假,下禮拜一請假。,「假」亦可讀為「gaˇ」,動詞,,12職業與經濟
12-28,事,she+,工作,阿叔去田町做田事,叔叔去田裡耕作。,,名詞,,12職業與經濟
12-29,生理,senˋ liˋ,生意,頭家當笑面，生理一等好,老闆笑容滿面，生意非常好。,,名詞,,12職業與經濟
12-30,市場,shi+  chong,市場,市場肚，麼个都賣,市場裡，什麼都賣。,,名詞,,12職業與經濟
12-31,司機,siiˋgiˋ,司機,佢請司機駛車載佢去飯店,他請司機開車載他去飯店。,,名詞,,12職業與經濟
12-32,算,sonˇ,算、數數,"算毋和
算毋著","不划算
算錯。",,動詞,,12職業與經濟
12-33,上班,shongˋ banˋ,上班,打早就愛上班，還悿！,一大早就要上班，很累！,,動詞,,12職業與經濟
12-34,頭家,teu  gaˋ,老闆,該頭家對人當好,那老闆對人很好。,,名詞,,12職業與經濟
12-35,頭路,teu lu+,工作,你畢業後想愛做麼个頭路？,你畢業後想要做什麼工作？,,名詞,,12職業與經濟
12-36,信袋仔,sinˇtoi+ er,信封,買一隻信袋仔,買一只信封。,,名詞,,12職業與經濟
12-37,先生,sinˋsangˋ,老師；醫生,"做先生愛有耐心
去醫院分先生看","當老師要有耐心。
去醫院看醫生。",,名詞,,12職業與經濟
12-38,做事,zoˇshe+,工作,逐日做事做到斷烏,每天工作到天黑。,,動詞,,12職業與經濟
12-39,主任,zhuˊ  rhim+,主任,教務主任,教務主任。,,名詞,,12職業與經濟
12-40,花錢（使錢）,faˋ cien(siiˊ cien),花錢,毋好恁會花錢，較省兜仔！,不要那麼會花錢，節省一點！,,動詞,,12職業與經濟
13-1,表演,biauˊrhanˋ,表演,老妹在舞臺頂表演,妹妹在舞臺上表演。,,動詞,,13藝文與教育
13-2,比賽,biˊ  soiˇ,比賽,講演比賽,演講比賽。,,名詞,動詞,13藝文與教育
13-3,畢業,bid  ngiabˋ,畢業,阿姊今年六月愛畢業,姊姊今年六月要畢業。,,動詞,,13藝文與教育
13-4,放學,biongˇhogˋ,放學,放學愛跈等轉屋下,放學要馬上回家。,,動詞,,13藝文與教育
13-5,放尞,biongˇ liau+,放假,下禮拜放尞,下禮拜放假。,,動詞,,13藝文與教育
13-6,放紙鷂,biongˇzhiˊrhau+,放風箏,來去放紙鷂,來去放風箏。,,動詞,,13藝文與教育
13-7,報告,boˇ goˇ,報告,寫報告,寫報告。,,名詞,動詞,13藝文與教育
13-8,報紙,boˇ  zhiˊ,報紙,逐朝晨有人來送報紙,每天早上有人來送報紙。,,名詞,,13藝文與教育
13-9,插花,cab faˋ,插花,阿姆逐禮拜去學插花,媽媽每個禮拜去學插花。,,動詞,,13藝文與教育
13-10,操場,cauˋchong,操場,走操場五圈,跑操場五圈。,,名詞,,13藝文與教育
13-11,傳統,chon tungˊ,傳統,傳統風俗,傳統風俗。,,名詞,,13藝文與教育
13-12,唱,chongˇ,唱,唱歌仔,唱歌。,,動詞,,13藝文與教育
13-13,暑假,chuˊgaˊ,暑假,舊年暑假，同學去韓國三日,去年暑假，同學去韓國三天。,「假」亦可讀為「gaˇ」,名詞,,13藝文與教育
13-14,捽仔,cudˋ er,橡皮擦,鉛筆寫毋著，做得用捽仔捽,鉛筆寫錯，可以用橡皮擦擦拭。,,名詞,,13藝文與教育
13-15,打頭名(打第一),daˊ teu miang (daˊti+ rhid),得第一,講着食哦！佢打頭名,說到吃哦！他得第一啦。,,動詞,,13藝文與教育
13-16,畫,fa+,繪畫,"畫一張圖
畫出來","畫一張圖。
畫出來。",,名詞,動詞,13藝文與教育
13-17,活動,fadˋtung+,活動,辦活動,辦活動。,,名詞,,13藝文與教育
13-18,發表,fad biauˊ,發表,發表研究成果,發表研究成果。,,動詞,,13藝文與教育
13-19,粉牌,funˊ  pai,黑板,粉牌吂捽淨，過捽一下,黑板沒擦乾淨，再擦一下。,,名詞,,13藝文與教育
13-20,粉捽仔(粉牌捽仔),funˊcudˋ  er(funˊpai  cudˋ er),板擦,粉牌恁屙糟，粉捽仔拿來捽淨,黑板那麼髒，板擦拿來擦乾淨。,,名詞,,13藝文與教育
13-21,教育,gauˇ rhugˋ,教育,"教育部
厥爺哀摎佢教育到十分好","教育部。
他父母把他教育得非常好。",,名詞,動詞,13藝文與教育
13-22,教室,gauˇ shid,教室,拚掃教室愛認真,打掃教室要認真。,,名詞,,13藝文與教育
13-23,搞,gauˊ,玩耍；弄,"老妹當好搞水，逐擺就講愛去河壩搞
你斯愛搞清楚！話莫亂講","妹妹很愛玩水，每次都說要去河邊玩。
你要搞清楚！話不要亂說。",,動詞,,13藝文與教育
13-24,校長,gauˊ zhongˊ,校長,佢對主任，一路做到校長,他從主任，一路做到校長。,,名詞,,13藝文與教育
13-25,教,gauˋ,教導,"細人仔還細就愛教
係毋會，就愛教分佢會","小孩還小就要教。
如果不會，就要教到他會為止。",,動詞,,13藝文與教育
13-26,教書,gauˋshuˋ,教書,阿姆在學校教書，明年愛退休咧！,媽媽在學校教書，明年要退休了！,,動詞,,13藝文與教育
13-27,歌仔,goˋ er,歌,"你唱个係麼个歌仔？
這條歌仔當好聽","你唱的是什麼歌？
這首歌很好聽。",,名詞,,13藝文與教育
13-28,講古,gongˊguˊ,講故事,𠊎當好聽阿公講古,我很喜歡聽祖父講故事。,,動詞,,13藝文與教育
13-29,故事,guˇ sii+,故事,這隻故事當感人,這個故事很感人。,,名詞,,13藝文與教育
13-30,國中,gued  zhungˋ,國中,中山國中,中山國中。,,名詞,,13藝文與教育
13-31,功課,gungˋ koˇ,功課,逐日都有功課愛寫,每天都有功課要寫。,,名詞,,13藝文與教育
13-32,客話,hag voiˋ/faˇ,客家話,佢个客話講到盡好,他的客語講得非常好。,,名詞,,13藝文與教育
13-33,翕相,hib siongˇ,照相,你三儕過來，企共下翕相,你們三個過來，站一起拍照。,,動詞,,13藝文與教育
13-34,學,hogˋ,學習,學人做生理,學人家做生意。,,動詞,,13藝文與教育
13-35,學校,hogˋ gauˊ,學校,私立學校,私立學校。,,名詞,,13藝文與教育
13-36,學生仔,hogˋ sangˋ er,學生,恁多個學生仔,那麼多個學生。,,名詞,,13藝文與教育
13-37,鉛筆,rhan bid,鉛筆,一支鉛筆,一支鉛筆。,,名詞,,13藝文與教育
13-38,音樂,rhimˋngogˋ,音樂,音樂課,音樂課。,,名詞,,13藝文與教育
13-39,運動,rhun+  tung+,運動,阿公逐朝晨會去公園運動,祖父每天早上會去公園運動。,,動詞,,13藝文與教育
13-40,運動會,rhun+  tung+ fui+,運動會,下禮拜六學校辦運動會,下禮拜六學校辦運動會。,,名詞,,13藝文與教育
13-41,運動坪,rhun+  tung+ piang,運動場,學生仔在運動坪町走追仔,學生在運動場上賽跑。,,名詞,,13藝文與教育
13-42,節目,zied mug,節目,這節目當精彩，你來共下看,這節目很精采，你來一起看。,,名詞,,13藝文與教育
13-43,腳球(足球),giog kiu(ziug kiu),足球,踢腳球,踢足球。,,名詞,,13藝文與教育
13-44,考,kauˊ,考,佢考着博士班，厥爺哀當暢,他考上博士班，他父母很開心。,,動詞,,13藝文與教育
13-45,考試,kauˊshiˇ,考試,韶早愛考試，愛較拚兜仔,明天要考試，要認真一點。,,名詞,動詞,13藝文與教育
13-46,球場,kiu chong,球場,在球場町打球仔,在球場上打球。,,名詞,,13藝文與教育
13-47,球仔,kiu er,球,做毋得在教室肚擲球仔,不可以在教室裡丟球。,,名詞,,13藝文與教育
13-48,課,koˇ,課,音樂課,音樂課。,,名詞,,13藝文與教育
13-49,課本,koˇbunˊ,課本,佢無帶着課本，所以摎同學共下看,他沒帶到課本，所以跟同學一起看。,,名詞,,13藝文與教育
13-50,課文,koˇvun,課文,先生喊佢企起來念課文,老師叫他站起來念課文。,,名詞,,13藝文與教育
13-51,科學,koˋhogˋ,科學,科學家,科學家。,,名詞,,13藝文與教育
13-52,開學,koiˋhogˋ,開學,下禮拜一愛開學咧,下禮拜一要開學了。,,動詞,,13藝文與教育
13-53,看戲, konˇhiˇ,看戲,廟坪前看戲,廟口前看戲。,,動詞,,13藝文與教育
13-54,籃球,lam kiu,籃球,籃球比賽,籃球比賽。,,名詞,,13藝文與教育
13-55,旅行,liˋ hang,旅行,出國旅行愛保險,出國旅行要保險。,,動詞,,13藝文與教育
13-56,尞, liau+,玩；休閒；休息,"這禮拜六去尋你尞，好無？
歸家人愛去哪尞？
好尞一下咧，目珠會看壞忒","這禮拜六去找你玩，好嗎？
全家人要去哪裡玩？
該休息一下了，眼睛會看壞。",,動詞,,13藝文與教育
13-57,練習,lien+  sibˋ,練習,多練習，就會進步,多練習，就會進步。,,動詞,,13藝文與教育
13-58,溜滑梯(溜崎仔),liuˇ vadˋ toiˋ(liuˇ giaˇ er),溜滑梯,搞溜滑梯愛排列仔,玩溜滑梯要排隊。,,名詞,,13藝文與教育
13-59,研究,nganˋgiuˇ,研究,"佢專門研究蟲仔
阿哥讀研究所","他專門研究昆蟲。
哥哥讀研究所。",,名詞,,13藝文與教育
13-60,...年生,ngien  senˋ,...年級,"老弟今年二年生
你這下幾多年生？","弟弟今年二年級。
你現在幾年級？",,名詞,,13藝文與教育
13-61,避暑,pid chuˊ,放暑假,學生仔七月開始避暑,學生七月開始放暑假。,,動詞,名詞,13藝文與教育
13-62,洗身仔(泅水),seˊ shinˋ er (ciu shuiˊ),游泳,在河壩洗身仔,在河裡游泳。,,動詞,,13藝文與教育
13-63,小學,siauˊ  hogˋ,小學,讀小學,讀小學。,,名詞,,13藝文與教育
13-64,字,sii+,字,這篇文章有幾多隻字？,這篇文章有多少個字？,,名詞,,13藝文與教育
13-65,書,shuˋ,書,一本書,一本書。,,名詞,,13藝文與教育
13-66,書店,shuˋ diamˇ,書店,這間書店麼个書斯有賣,這間書店什麼書都有賣。,,名詞,,13藝文與教育
13-67,書包,shuˋbauˋ,書包,字簿仔在書包裡肚,作業簿在書包裡。,,名詞,,13藝文與教育
13-68,大學,tai+  hogˋ,大學,臺灣大學,臺灣大學。,,名詞,,13藝文與教育
13-69,聽講,tangˇ/tangˋ gongˊ,聽說；聽話,聽講佢愛去英國留學,聽說他要去英國留學。,,動詞,,13藝文與教育
13-70,跳舞,tiauˇvuˊ,跳舞,共下跳舞,一起跳舞。,,動詞,,13藝文與教育
13-71,跳格仔, tiauˇ gag  er,跳格子,跳格仔以前愛先在地泥町畫格仔,跳格子前要先在地板上畫格子。,,動詞,,13藝文與教育
13-72,跳索仔,tiauˇ sog  er,跳繩,跳索仔愛注意，毋好徑着,跳繩要注意，不要絆到！,,動詞,,13藝文與教育
13-73,電影,tien+ rhangˊ,電影,佢逐禮拜都去看電影,他每星期都去看電影。,,名詞,,13藝文與教育
13-74,圖,tu,圖,畫一張圖,畫一張圖。,,名詞,,13藝文與教育
13-75,圖書館,tu shuˋgonˊ,圖書館,落去圖書館愛細聲,進入圖書館要小聲。,,名詞,,13藝文與教育
13-76,讀,tugˋ,讀,讀書係讀毋來，就去做事,如果讀書讀不來，就去工作。,,動詞,,13藝文與教育
13-77,讀書,tugˋshuˋ,讀書；上學,"在間肚讀書
佢堵好愛去讀書","在房間裡讀書。
他恰好要去上學。",,動詞,,13藝文與教育
13-78,同學,tung hogˋ,同學,同學毋好冤家,同學不要吵架。,,名詞,,13藝文與教育
13-79,文字,vun sii+,文字,愛用文字記錄下來，正毋會毋記得,要用文字記錄下來，才不會忘記。,,名詞,,3外在活動與動作
13-80,文章,vun zhongˋ,文章,寫文章,寫文章。,,名詞,,13藝文與教育
13-81,心得,simˋded,心得,研習過後愛交心得,研習過後要交心得。,,名詞,,13藝文與教育
13-82,新聞,sinˋ vun,新聞,看新聞,看新聞。,,名詞,,13藝文與教育
13-83,走追仔(走相逐、相走),zeuˊ  duiˋ er(zeuˊsiongˋgiug、siongˋzeuˊ),賽跑,六儕在該走追仔,六個人在那賽跑。,,動詞,,13藝文與教育
13-84,主持,zhuˊchi,主持,這節目係麼人主持个？,這節目是誰主持的？,,動詞,,13藝文與教育
13-85,主角,zhuˊgog,主角,該齣戲个主角高天天,那部戲的主角很高。,,名詞,,13藝文與教育
14-1,拜,baiˇ,祭拜,"拜阿公婆
拜神明","祭拜祖先。
祭拜神明。",,動詞,,14歲時祭儀、習俗與宗教
14-2,香,hiongˋ,香（味道）；香（祭拜用品）,"爌肉个味緒當香
擎三支香拜","爌肉的味道很香。
拿三支香拜拜。",,形容詞,名詞,14歲時祭儀、習俗與宗教
14-3,燒香,shauˋhiongˋ,燒香,去廟町燒香,去廟裡燒香。,,動詞,,14歲時祭儀、習俗與宗教
14-4,鬼,guiˊ,鬼,你仰恁緊張？看着鬼係無？,你怎麼那麼緊張？看到鬼是嗎？,,名詞,,14歲時祭儀、習俗與宗教
14-5,廟,miau+,廟,"義民廟
去廟町看人做戲","義民廟。
去廟口看人演戲。",,名詞,,14歲時祭儀、習俗與宗教
14-6,阿公婆,a+ gungˋ po,祖先,過節愛拜阿公婆,過節要祭拜祖先。,,名詞,,14歲時祭儀、習俗與宗教
14-7,伯公(土地伯公),bag gungˋ(tuˊ/tu  ti+ bag gungˋ),土地公,初一十五愛拜伯公,初一十五要拜土地公。,,名詞,,14歲時祭儀、習俗與宗教
14-8,伯公下,bag gungˋhaˋ,土地公廟、土地公廟旁,阿公在伯公下坐涼,爺爺在土地公廟旁乘涼。,,副詞,,14歲時祭儀、習俗與宗教
14-9,神明,shin min,神明,拜神明,拜神明。,,名詞,,14歲時祭儀、習俗與宗教
14-10,天公,tienˋgungˋ,老天爺；玉皇大帝,"天公落水
年初九天公生","天空下雨。
年初九玉皇大帝生辰。",,名詞,,14歲時祭儀、習俗與宗教
14-11,出世,chud  sheˇ,出生,嬰兒仔正出世當得人惜,嬰兒剛出生時很可愛。,,動詞,,14歲時祭儀、習俗與宗教
14-12,生日, sangˋ ngid ,生日,阿公這禮拜做大生日,祖父這星期過大壽。,,名詞,,14歲時祭儀、習俗與宗教
14-13,過身,goˇshinˋ,過世,阿太過身十過年咧！,曾祖母（父）過世十幾年了！,,動詞,,14歲時祭儀、習俗與宗教
14-14,嫁, gaˇ,嫁,"阿伯這禮拜愛嫁妹仔
你吂嫁，佢吂討","伯伯這星期要嫁女兒。
你未嫁，他未娶。",,動詞,,14歲時祭儀、習俗與宗教
14-15,結婚,gied  funˋ,結婚,阿哥下禮拜愛結婚,哥哥下禮拜要結婚。,,虛詞,,14歲時祭儀、習俗與宗教
14-16,食酒,shidˋziuˊ,喝喜酒；喝酒,"阿泉仔討親，共下來去食酒好無？
食酒莫駛車，駛車莫食酒！","阿泉仔娶親，一起去喝喜酒好嗎？
喝酒不開車，開車不喝酒！",,動詞,,14歲時祭儀、習俗與宗教
14-17,過年,goˇ ngien,過年,過年尞歸禮拜，愛去哪行行仔無？,過年放一星期假，要去哪裡走走嗎？,,名詞,,14歲時祭儀、習俗與宗教
14-18,紅包,fung bauˋ,紅包,你有紅包袋仔無?分一隻𠊎,你有紅包袋嗎？分一個給我。,,名詞,,14歲時祭儀、習俗與宗教
14-19,紙炮,zhiˊpauˇ,鞭炮,過年會打紙炮,過年會放鞭炮。,,名詞,,14歲時祭儀、習俗與宗教
14-20,打紙炮,daˊzhiˊpauˇ,放鞭炮,細人仔在禾埕町打紙炮,小孩子在院子裡放鞭炮。,,動詞,,14歲時祭儀、習俗與宗教
14-21,季節,guiˇ zied,季節,一年有四隻季節,一年有四個季節。,,名詞,,14歲時祭儀、習俗與宗教
14-22,新年,sinˋ ngien,新年,過新年，著新衫！,過新年，穿新衣！,,名詞,,14歲時祭儀、習俗與宗教
14-23,正月半,zhangˋngiedˋ banˇ,正月半，元宵節,正月半，各地都有燈會,元宵節，各地都有燈會。,,名詞,,14歲時祭儀、習俗與宗教
14-24,五月節,ngˊ  ngiedˋ zied,端午節,五月節食粽仔,端午節吃粽子。,,名詞,,14歲時祭儀、習俗與宗教
14-25,包粽仔(䌈粽仔),bauˋ zungˇ er (tag zungˇ er),包粽子,五月節阿婆會包粽仔,端午節祖母會包粽子。,,動詞,,14歲時祭儀、習俗與宗教
14-26,冬節,dungˋ zied,冬至,"冬節該日，日仔最短
冬節食粄圓，就大一歲","冬至那天，白天最短。
冬至吃湯圓，就會長一歲。",,名詞,,14歲時祭儀、習俗與宗教
15-1,恁樣,an  ngiong,這樣,"逐擺就恁樣，會閼死！
恁樣就當會哩！","每次都這樣，會氣死！
這樣就很棒了！",,副詞,,15代詞
15-2,俚,enˋli ,我們（包含所有聽話者）,,,,代詞,,15代詞
15-3,大家(大自家、大家人),tai+ gaˋ(tai+ cid gaˋ、tai+ gaˋngin),我們大家（包含所有聽話者）,,,,代詞,,15代詞
15-4,俚(𠊎俚),enˋ li(ngai  li),咱們（包含所有聽話者）,,,,代詞,,15代詞
15-5,該,gai,那,該狗有狗蝨,那隻狗有狗蝨。,,代詞,,15代詞
15-6,該兜,gai deuˋ,那些,該兜書放地泥下會徑人,那些書放在地板上會絆倒人。,,副詞,,15代詞
15-7,該片,gai pienˊ,那邊,該片山較低，這片較高,那邊的山比較低，這邊的山比較高。,,副詞,,15代詞
15-8,該位,gai vui+,那裡,該位有賣煙腸，去買兩支仔來食,那裡有賣香腸，去買兩支來吃。,,副詞,,15代詞
15-9,該下,gai ha+,那時,"做大水該下盡得人驚
該下𠊎還細，哪有可能記得","水災那時候非常可怕。
那時我還小，怎麼可能記得。",,副詞,,15代詞
15-10,該量時(該當時),gai liongˋshi(gai dongˋshi),那時；那時候,"讀大學該量時
該量時个風搓當嚴重","讀大學那時。
那時的颱風很嚴重。",,副詞,,15代詞
15-11,個人,gaiˇngin,個人,𠊎個人个想法摎大家無共樣,我個人的想法跟大家不一樣。,,代詞,,15代詞
15-12,幾,giˊ,疑問詞,"這西瓜幾多錢？
這索仔幾長？
若間房幾大？
佢幾輒來？","這西瓜多少錢？
這繩子多長？
你的房間多大？
他多常來？",,代詞,,15代詞
15-13,佢,gi,他,,,,代詞,,15代詞
15-14,佢兜,gi deuˋ,他們,,,,代詞,,15代詞
15-15,厥,gia,他的,,,,代詞,,15代詞
15-16,這,liaˊ,這,係這隻，毋係該隻,是這個，不是那個。,,代詞,,15代詞
15-17,這片,liaˊpienˊ,這邊,這片地泥仰恁滑？,這邊地板怎麼那麼滑？,,代詞,,15代詞
15-18,這位(這町),liaˊvui+ (liaˊ nenˋ),這裡（此處）,這位係市場，過行過去兜仔有賣場,這裡是市場，再走過去一點有賣場。,,代詞,,15代詞
15-19,這兜,liaˊdeuˋ,這些,這兜糖仔，你拿去食啊！,這些糖果，你拿去吃吧！,,代詞,,15代詞
15-20,其他,ki taˋ,其他,還有其他个事無？,還有其他的事嗎？,,代詞,,15代詞
15-21,麼个,maˊ  gaiˇ,什麼,你講麼个？𠊎無聽着,你說什麼？我沒聽到。,,代詞,,15代詞
15-22,麼人(麼儕),maˊ  ngin(maˊ  sa),什麼人；誰,你屋下恁鬧熱，麼人來尞？,你家裡那麼熱鬧，誰來串門子？,,代詞,短語,15代詞
15-23,你兜,ngi deuˋ,你們,,,,代詞,,15代詞
15-24,哪,nai+,哪,哪儕？,哪個人？,,代詞,,15代詞
15-25,哪兜,nai+ deuˋ,哪些,哪兜係愛攉忒个？,哪些是要丟掉的？,,代詞,,15代詞
15-26,哪位,nai+  vui+,哪裡,你在哪位？,你在哪裡？,,代詞,,15代詞
15-27,你,ngi,你,,,,代詞,,15代詞
15-28,𠊎(𠊎个),ngai( ngai gaiˇ),我的,,,,代詞,,15代詞
15-29,𠊎,ngai,我,,,,代詞,,15代詞
15-30,𠊎自家,ngai cid gaˋ,我自己,莫講你，𠊎自家乜無好食！,別說你，我自己也沒得吃！,,代詞,,15代詞
15-31,𠊎兜,ngai deuˋ,我們（不含受話者）,,,,代詞,,15代詞
15-32,若个（你个）,ngia gaiˇ(ngi gaiˇ),你的,,,,代詞,,15代詞
15-33,仰般,ngiongˊ  banˋ,怎樣,"這菜仰般賣？
無你試着愛仰般做正著？","這菜怎麼賣？
不然你覺得要怎麼做才對？",,副詞,,15代詞
15-34,仰會,ngiongˊ voi+ ,怎麼會,"你仰會恁慶！
你仰會知佢个名？","你怎麼會這麼厲害！
你怎麼會知道他的名字？",,虛詞,,15代詞
15-35,別人(別儕),pedˋ ngin (pedˋsa),別人,,,,副詞,,15代詞
15-36,自家,cid  gaˋ,自己,在外地做事，愛好好照顧自家！,在外面工作，要好好照顧自己！,,代詞,,15代詞
15-37,大家(大自家),tai+ gaˋ(tai+ cid gaˋ),大家,佢對人當惡，大家就盡惱佢,他對人很凶，大家都很討厭他。,,代詞,,15代詞
15-38,大人,tai+ ngin,大人,大人講个話愛聽,大人說的話要聽。,,名詞,,15代詞
16-1,把,baˊ,把（量詞）,一把竹仔,一把竹子。,,數/量詞,,16數詞量詞
16-2,八(8),bad,8,,,,數/量詞,,16數詞量詞
16-3,百,bag,百（數詞）,"總共百五！
算你兩百個銀就好！","總共一百五十元！
算你兩百元就好！",,數/量詞,,16數詞量詞
16-4,擺,baiˊ,次、回（量詞）,做得再過講一擺無?,可以再說一次嗎？,,數/量詞,,16數詞量詞
16-5,半,banˇ,半,這半析雞仔送你,這半隻雞送你。,,數/量詞,,16數詞量詞
16-6,班,banˋ,班級（量詞）,這間學校正五隻班,這間學校才五個班級。,,數/量詞,,16數詞量詞
16-7,杯,buiˋ,杯（量詞）,做得渟加一杯來無？,可以再倒一杯嗎？,,數/量詞,,16數詞量詞
16-8,本,bunˊ,本（量詞）,一本書,一本書。,,數/量詞,,16數詞量詞
16-9,車,chaˋ,車（量詞）,東西恁多，怕愛兩車正載得忒,東西那麼多，可能要兩車次才載得了。,,數/量詞,,16數詞量詞
16-10,尺,chag,尺；臺尺,"一支尺
大約五尺長","一支尺。
大約五尺長。",,名詞,數/量詞,16數詞量詞
16-11,層,cen,層（量詞）,九層粄,九層糕。,,數/量詞,,16數詞量詞
16-12,串,chonˇ,串（量詞）,一串玉蘭花,一串玉蘭花。,,數/量詞,,16數詞量詞
16-13,床,cong,床（量詞）,一床菜頭粄,一床蘿蔔糕。,,數/量詞,,16數詞量詞
16-14,隊,chui+,隊（量詞）,第六小隊,第六小隊。,,數/量詞,,16數詞量詞
16-15,頂,dangˊ,頂（量詞）,三頂安全帽,三頂安全帽。,,數/量詞,,16數詞量詞
16-16,垤, deˇ,塊,兩垤豆腐,兩塊豆腐。,,數/量詞,,16數詞量詞
16-17,點鐘,diamˊ zhungˋ,小時,昨晡日正睡五點鐘定定,昨天才睡了五個小時而已。,,數/量詞,,16數詞量詞
16-18,點,diamˊ,時（量詞）,下晝兩點,下午兩點。,,數/量詞,,16數詞量詞
16-19,到,doˇ,次（量詞）,這藥仔一日食三到,這藥一天吃三次。,,數/量詞,,16數詞量詞
16-20,堆,doiˋ,堆（量詞）,等一下仔，來去屙堆尿,等一下，來去小便。,,名詞,,16數詞量詞
16-21,回,fui ,回（量詞）,上一回有講過，仰又毋記得？,上次有講過，怎麼又不記得？,,數/量詞,,16數詞量詞
16-22,戶,fu+ ,戶（量詞）,這山肚正兩戶人家定定,這山上只有兩戶人家而已。,,數/量詞,,16數詞量詞
